person,demog3,demog4,income_bin,has_dog
1,1.0180865312564522,-0.02724476010207375,2,TRUE
2,1.1508639143401302,-0.5124135713028775,1,TRUE
3,-0.6536451016996561,1.624421204028726,5,FALSE
4,-0.34631920043948466,1.8390817783111155,3,TRUE
5,0.7694517868502151,-1.8840952424446238,3,TRUE
6,-2.568830437646173,0.08477378784465175,5,FALSE
7,0.0013764685398585544,0.026118850395765576,3,FALSE
8,0.44030979404317616,0.8736905660579057,4,FALSE
9,1.8695902513578486,0.8305052126834029,5,FALSE
10,-0.6022141308260379,2.2128560596525593,4,TRUE
11,0.9760542632112896,0.6999940443972953,1,TRUE
12,-0.10061886769146056,0.1431169854802328,5,TRUE
13,1.5230376314904914,0.5570261458494076,2,TRUE
14,0.4572051597472922,-0.032619737038553635,2,FALSE
15,-1.3210799883135929,-0.22136432076656845,2,TRUE
16,0.053895561360091014,1.6574897607392876,4,TRUE
17,0.3487207049641446,-0.44521216951117,4,FALSE
18,-0.8848242191517787,0.09741336579617654,2,TRUE
19,-0.4493314785783908,-0.1703820590006557,2,TRUE
20,-1.0917065758072158,1.6121487149657863,4,TRUE
21,-0.1342111307768798,-0.6735149145528588,3,FALSE
22,-0.1414805290377516,-0.03957803631170287,1,FALSE
23,-0.1759675411606424,-0.5231046952015022,5,TRUE
24,-0.05791003960468515,-0.24648042708797602,2,FALSE
25,0.5686486843256225,-1.1474936829810083,4,FALSE
26,-0.7412440050569691,-1.0278324372666925,2,TRUE
27,0.7318295008807452,1.5467825235055874,2,TRUE
28,-0.5760619843432344,-0.4976049393777174,3,FALSE
29,-1.24668159981403,-1.2671770109820684,1,FALSE
30,-0.8297704888406513,0.7859319874725701,3,TRUE
31,0.46441179523033443,0.26959850336179647,1,FALSE
32,-0.5983035609843351,0.29121515076837334,1,FALSE
33,-0.4486191645897177,-0.17850817204770872,5,TRUE
34,1.3427085144066058,-1.4535883218916472,2,FALSE
35,0.07229297114742278,-0.6694554538698059,5,FALSE
36,-1.138909562801035,-0.8425904148078718,5,TRUE
37,1.4139992913481556,-0.10683251441808256,4,TRUE
38,-0.653301774968151,-0.2168299150130482,3,TRUE
39,-1.108324138507032,1.5302863778728009,1,FALSE
40,2.364464887555718,0.07544126024828068,5,FALSE
41,0.4584760354755966,-0.27025964519098605,3,FALSE
42,-1.7592507597374571,-0.27913330485767335,1,TRUE
43,0.24317141654988753,-0.6227014197704719,3,FALSE
44,1.1877526389725832,1.7457036531893466,3,TRUE
45,0.45794300683131606,-0.5471533119127889,2,TRUE
46,-2.6067499848291433,-0.5033155045912382,3,FALSE
47,0.5969093913125001,-1.7615865246783518,1,FALSE
48,-1.0523780267174798,-1.560650206893066,4,TRUE
49,-1.451266152151506,-0.45319681408359125,4,TRUE
50,2.2394175510718224,-1.423470410889567,5,TRUE
51,0.5208984622407259,-1.094775904649174,4,FALSE
52,1.2061646233591063,0.2879731137594371,1,FALSE
53,-0.6908141370563158,0.8448371524376838,3,FALSE
54,-0.7764475840801929,-1.1710762014607699,3,TRUE
55,-0.3237593667529143,0.18177846701814498,5,TRUE
56,1.2214521759222277,-0.8552952618529304,5,FALSE
57,0.9293632900851357,-0.5544983891967701,4,FALSE
58,0.05762509699860031,-0.1596639249630868,2,TRUE
59,0.9430208139069414,0.8940164550438793,2,TRUE
60,-0.8471987735300338,-0.26162294413317677,2,TRUE
61,0.608185686810277,-1.2718565962605684,4,FALSE
62,0.5788876714627964,-1.3386329132225816,3,TRUE
63,0.43218351597362953,0.3193268108719993,3,FALSE
64,0.5497348944138627,1.5801985905189855,1,TRUE
65,-0.17861804352097652,1.6614159665101051,4,TRUE
66,-0.5439861313395099,-0.32272421810655283,4,FALSE
67,0.223971658694697,1.0033789959031032,1,TRUE
68,0.0771402429785834,-0.9320141915941558,4,FALSE
69,0.008096318114052944,-1.3429401692195813,2,FALSE
70,0.13773387958628236,-0.41630183632388973,3,FALSE
71,-1.0616991426890003,0.06329240218780052,3,FALSE
72,0.01941543869352159,-0.7411752416507711,4,FALSE
73,0.17640001244696907,-0.27668210634554324,3,FALSE
74,-0.532645514587802,0.33809190103567643,5,TRUE
75,0.806425384909413,-1.2993871816071179,3,TRUE
76,0.8004566348617812,-0.44089925676981845,4,FALSE
77,1.9077827930595868,1.838293902304813,1,TRUE
78,0.7596817387155739,-2.3489123243169776,2,FALSE
79,0.28998717950685515,0.9334380275741344,2,TRUE
80,-0.9273868723232338,-1.6105672984403823,2,FALSE
81,-0.8902174059197245,-0.7596095832318767,4,FALSE
82,-0.6325456338544646,-0.034330687657691754,5,TRUE
83,-0.7190256295878772,-0.9274455857588512,4,FALSE
84,-0.2008869177402113,-0.9793337070659052,4,FALSE
85,1.0855200133481613,0.6700259074240515,1,FALSE
86,-0.7785749424257185,1.0729280893686366,5,TRUE
87,-1.147369122844338,-1.586280441716291,4,FALSE
88,-2.945335366513294,-0.2392386098267925,5,TRUE
89,-1.6644990025539586,-0.10075148790961568,4,TRUE
90,-0.9985239118709022,0.3938025411594167,1,TRUE
91,-0.07828574090277769,1.2003269208552847,1,FALSE
92,1.5785702447869137,0.025086190453907836,3,TRUE
93,0.7422286186447666,0.21441208676649454,4,TRUE
94,1.0266678358229002,1.3086636149905213,3,FALSE
95,-0.01712828900419103,-1.0019238587482857,4,FALSE
96,0.9365214128931671,-1.136526038456576,5,TRUE
97,-0.47806204228684135,-0.09757741942943449,1,TRUE
98,-0.9250446087590688,-0.7341696885060817,5,TRUE
99,0.4974257599821961,-0.8345872528223666,5,FALSE
100,-0.29394929958244054,-0.44224817132351024,2,TRUE
101,-1.11999091947721,1.1129197823719323,5,TRUE
102,0.20537830342272007,-1.8809769997867498,3,TRUE
103,-1.0383773503898086,0.33975425936456677,4,FALSE
104,-1.8401474202217967,-2.1985278027624093,1,TRUE
105,-0.31771953572569955,0.1716003257995714,5,FALSE
106,0.1808357033740732,1.2038047412184345,4,FALSE
107,0.7708807014781952,1.3611917189901417,1,TRUE
108,-2.1367096191193555,-1.1189125356030831,4,FALSE
109,-0.3471605428927528,1.9589608222706898,4,TRUE
110,-1.1101060733416805,1.780548392240755,2,TRUE
111,-0.0836800970806195,1.5253862144764694,2,TRUE
112,-1.1484399269184904,0.09525982128866348,3,FALSE
113,0.9558457451094599,-0.3819682243390321,2,FALSE
114,1.6992753261416988,-0.39788066185296944,2,FALSE
115,0.7930298099675667,-1.1758411924849925,1,TRUE
116,0.6217159154807608,-1.279485589633938,4,FALSE
117,2.3605516901057344,0.7990521190005169,4,TRUE
118,0.09562964543301074,0.5783193389458162,1,TRUE
119,-1.5955827613770772,-2.244018516465221,5,FALSE
120,0.7277384022280459,-0.2227160928688368,5,FALSE
121,-1.4880179279798893,0.8408457811390883,3,TRUE
122,0.2623691447280018,-0.10456733302341048,4,TRUE
123,0.29079364327354285,0.619019347037519,1,FALSE
124,0.011476634290927951,0.40269392791463776,2,FALSE
125,-0.46661173390829147,-0.9454207147694257,5,FALSE
126,1.1529485147211112,-0.38987217387106265,1,TRUE
127,0.43210644323578695,-0.357676796214894,5,FALSE
128,-0.34572090719609205,-0.0038750131787395723,3,FALSE
129,-1.5801276627538836,0.43503261634971435,4,FALSE
130,-0.672840401058178,-0.9079613462581171,1,TRUE
131,1.3495284502225604,-0.9997832342535079,5,TRUE
132,0.5870156060948354,-0.03823425431821119,4,TRUE
133,-0.4409134669337711,0.8359507877614561,1,FALSE
134,-0.9689617696258098,-0.13836628006872842,2,FALSE
135,0.7588150028814291,-1.3089844911742614,5,FALSE
136,-0.7319194420725671,-0.5100747241562262,1,TRUE
137,0.111765141203938,0.832954146515719,2,TRUE
138,-0.9866898127268704,1.0732476524070713,1,FALSE
139,-0.22204307825492486,-0.8690834886320216,4,FALSE
140,-1.1333143851823253,-1.2684330390425047,5,TRUE
141,0.32205199427817566,-0.44015686895873984,3,TRUE
142,-1.6185135060048947,1.2532418037857465,2,TRUE
143,2.471791804444801,1.4558840018013983,5,TRUE
144,0.5387542148674729,-1.083698272427608,4,TRUE
145,0.2972943581367565,0.891437456979694,1,TRUE
146,1.9241249783259264,1.1100459551011534,3,FALSE
147,0.48409718621109793,0.06100745322402045,4,FALSE
148,-0.13491020519990476,0.46079562622695763,4,FALSE
149,1.0913031078452626,0.3627742525465181,5,FALSE
150,1.9358725595090878,1.727702963509197,2,FALSE
151,-0.7461882739202249,-0.7816799207425932,4,TRUE
152,-0.13200227748612714,0.49501804696094726,1,TRUE
153,0.025367303876539946,-0.8856345759308925,3,TRUE
154,-0.2460434399696832,-0.9403997874983728,3,FALSE
155,-0.10124132998431035,1.1085190305331987,1,TRUE
156,0.5006913088294684,-0.9371360865994885,5,TRUE
157,0.06286497224355544,-0.6273569702950244,5,TRUE
158,-0.8359088996513704,-1.7069512213148217,3,TRUE
159,-0.8211189425572087,2.021236455891287,2,TRUE
160,0.9062514889206156,-0.68056005396508,4,FALSE
161,-2.1140616672154042,1.6748093981047127,2,TRUE
162,0.05268126336793557,-0.5398363373165067,5,TRUE
163,0.42443522741637946,-2.351736449069769,1,TRUE
164,0.9827970956504181,-1.382595679705197,2,FALSE
165,-0.27187423592933646,-1.5018626974778928,1,FALSE
166,0.42884218691012344,0.1589807974799028,2,FALSE
167,0.2081377768657157,-0.4307189497474422,3,TRUE
168,1.0731845783185516,-0.19880395212447238,1,FALSE
169,-1.1701970995351627,0.18347701783073878,1,TRUE
170,1.2281337850281258,-1.392968467490098,3,FALSE
171,0.6694182794509919,-0.5480747129618893,4,FALSE
172,0.6938364144292616,-0.9469555482132527,5,FALSE
173,-0.4771389252938465,-1.095197045329934,1,TRUE
174,0.6890303797725645,0.12152956175323967,4,FALSE
175,-1.0044875216341504,-0.10325599840792313,1,FALSE
176,1.4627254066502253,0.24718886795030745,5,TRUE
177,0.8768590044631682,0.8808005108440615,5,FALSE
178,0.1086404562572801,-0.22093438144132743,1,TRUE
179,-0.6335835382245751,1.6338178916151123,2,TRUE
180,-0.2610168716857305,0.010465607654244676,5,TRUE
181,0.3133327549722516,0.27813255945600923,1,TRUE
182,0.6238149012912949,1.6884473114916523,4,FALSE
183,-1.1058267222343827,1.98580304210385,4,TRUE
184,-0.4336416752217597,0.11207890865369344,4,TRUE
185,0.18037757574770888,0.40658711657386404,4,TRUE
186,1.6906567875234173,0.6069263114603741,5,FALSE
187,-0.6447633830570448,0.274891695112318,3,TRUE
188,-0.457871978443546,-1.0593771570903399,3,FALSE
189,0.16700467080874992,2.2891068772885808,3,TRUE
190,-0.20905335769017142,-1.266469375342682,1,FALSE
191,-1.5305363686478126,1.7156009220587893,3,TRUE
192,-0.7276924786181342,-0.48945669223609783,1,TRUE
193,-1.534925308909801,-0.17836227530213733,2,FALSE
194,-0.10065437708751634,0.3867637881733554,4,TRUE
195,0.41653782135728434,0.07935025651087639,3,TRUE
196,-1.0518871657262632,0.5716416250197159,4,FALSE
197,1.133081215489125,0.8057268287019345,5,FALSE
198,0.3036136601243482,0.8846367693081436,2,TRUE
199,0.394697221674471,-0.23890126177312523,1,TRUE
200,-0.8001045918309918,0.18318822382323738,4,TRUE
201,1.0471171538147515,-0.21743631524052937,3,TRUE
202,-1.272369479905998,-0.12367347945748786,5,FALSE
203,-0.5218668105590816,-0.384470695784897,3,TRUE
204,-0.8532447866856311,-0.27647886930015,4,FALSE
205,-0.021004698585376413,0.047605696730459564,1,FALSE
206,-2.269863101999692,0.8425510061408406,5,FALSE
207,-0.8212754463193934,-0.2243444060442797,2,TRUE
208,0.7259345846947745,0.27367416141104467,5,FALSE
209,-0.7538547250797798,-0.7006249300593591,4,TRUE
210,-1.6202365627729938,1.2501041958666756,1,TRUE
211,-1.1183648393975538,-0.05930648292991207,3,FALSE
212,-0.36411190689476164,-0.18813272282384536,3,TRUE
213,0.454354541821891,-0.033464606566880446,4,FALSE
214,-1.9202460285455776,-1.269004367350697,3,FALSE
215,1.5886391694195159,0.0808196344962035,2,TRUE
216,1.3431542458498829,-0.435179941404866,4,FALSE
217,1.109369232846613,-0.5795999176912343,4,FALSE
218,1.6160487519455502,-0.251095121042421,2,TRUE
219,0.9757619472479047,-0.8855537335976601,1,TRUE
220,0.8166501340501635,0.30288168707925844,2,FALSE
221,-1.1977350594365823,-0.37266105183779913,3,FALSE
222,-0.6177812134492476,-0.9078670213472024,3,TRUE
223,-0.11233189283881502,1.3792549773863645,3,TRUE
224,0.8207107756798756,-0.5752185612086673,2,FALSE
225,0.4507849138789922,1.1765302669962763,5,FALSE
226,1.7456165904774685,1.5998740241582978,2,TRUE
227,0.3903630760264541,0.8164509343817691,5,FALSE
228,1.7789388616933985,-0.9420929483089704,5,TRUE
229,-1.6834767419921437,0.036805461415559924,5,TRUE
230,0.7414008927717508,0.5902761859485659,4,FALSE
231,-0.15832467253361843,-1.2205630282981743,2,TRUE
232,0.02547579700791936,-0.06185007997414318,1,FALSE
233,-1.255168318150331,-0.5801754689163261,5,FALSE
234,1.0361500341474188,-0.15140810105929367,4,TRUE
235,-0.4739779574680562,-0.6258854320001346,2,TRUE
236,0.5504497863635905,1.3180234178015855,3,TRUE
237,1.7449507204843198,-0.32653975711080835,3,TRUE
238,-2.6347398761863454,1.1684765963600496,3,TRUE
239,0.17200831611547285,1.0745993806209235,2,TRUE
240,-0.21380118838825624,0.6086960116430489,2,FALSE
241,-0.8064515981125927,-0.9451165202724955,4,FALSE
242,-0.5688740471516758,0.6433093740913991,3,TRUE
243,-0.04461335684565032,0.4156081130643345,2,FALSE
244,-0.24594195727558615,1.9889749828977012,2,FALSE
245,0.3025929706209211,-0.9747341073006298,4,FALSE
246,-0.2004416828597326,3.041275711379323,3,FALSE
247,-0.1252401406633695,0.48458918291450637,2,TRUE
248,-0.9221492787753599,0.8723001771373953,2,TRUE
249,0.29942936511217594,0.03457484681913315,3,FALSE
250,0.26201058951859907,-0.7251447476046081,1,TRUE
251,-0.510420655515998,-0.8780881197227614,5,FALSE
252,0.7001067057926755,0.7759611101893585,5,TRUE
253,0.5811038065720617,1.8258068694955174,3,FALSE
254,1.9544011215115802,0.24686810527292824,4,FALSE
255,0.23032173490072871,1.2848609910065656,3,TRUE
256,0.8711942924958797,-1.245965400829788,1,FALSE
257,0.10333216211637607,2.0892548308120396,4,FALSE
258,-0.6390092365099325,-0.9787488955004212,1,FALSE
259,-0.29243488193550093,0.0998714790149051,3,FALSE
260,0.6414213072690031,0.3626290259761644,1,FALSE
261,-0.44896138244911504,-0.8823366809665658,2,TRUE
262,-1.4601493076535061,-0.023135705655458593,1,TRUE
263,-0.6874665749193289,-0.37847196259575383,1,TRUE
